fighter,current_elo,last_fight_date,total_fights
Dustin Kimura,1452.6487481974593,2014-12-13,5
Ronda Rousey,1603.5827256785858,2016-12-30,8
Liz Carmouche,1551.796712443163,2019-08-10,10
Robbie Lawler,1575.806685267401,2023-07-08,18
Caros Fodor,1463.9870266989421,2013-02-23,1
Jon Manley,1452.0,2013-02-23,1
Neil Magny,1644.791780905004,2025-12-13,37
Nah-Shon Burrell,1493.1732404777251,2013-05-25,2
Yuri Villefort,1414.7555906594405,2013-09-04,2
Kazuki Tokudome,1409.1298587801043,2014-09-20,4
Hyun Gyu Lim,1436.473710556491,2017-09-22,7
Mizuto Hirota,1360.0211396464363,2018-12-01,6
Bobby Voelker,1330.3954811336857,2014-06-07,4
Jordan Mein,1564.0464071153854,2018-07-28,9
Quinn Mulhern,1405.3146103242257,2014-01-04,2
Gegard Mousasi,1844.4309070872937,2017-04-08,12
Ilir Latifi,1565.2289900953801,2023-05-20,16
Ryan Couture,1401.3910426533655,2013-08-31,2
Tor Troeng,1417.53184077611,2014-10-04,4
Adam Cella,1440.0,2013-04-06,1
Chris Spang,1452.0,2013-04-06,1
Adlan Amagov,1619.860495113684,2013-10-19,2
Conor McGregor,1629.8137303776548,2021-07-10,14
Ryan LaFlare,1595.6368651287476,2018-10-06,10
Luke Barnatt,1496.5367257465775,2015-05-16,6
Collin Hart,1452.0,2013-04-13,1
Uriah Hall,1684.524249141527,2022-07-02,20
Kelvin Gastelum,1622.0286807383366,2025-09-13,24
Miesha Tate,1503.1290035136558,2025-05-03,14
Cat Zingano,1482.4727443147378,2018-12-29,7
Bubba McDaniel,1462.63503458129,2014-03-15,3
Gilbert Smith,1452.0,2013-04-13,1
Bristol Marunde,1390.259841440617,2013-08-03,2
Clint Hester,1469.3500948948774,2016-04-23,7
Dylan Andrews,1409.4032853070921,2015-05-09,5
Jimmy Quinlan,1440.0,2013-04-13,1
Josh Samman,1505.0675865058333,2016-07-13,5
Kevin Casey,1434.2365877744319,2016-08-27,4
Daniel Cormier,1855.0048497770713,2020-08-15,14
Josh Thomson,1518.0492624914,2015-07-15,4
Lorenz Larkin,1682.8802890948032,2016-08-20,10
Gilbert Melendez,1429.563109493463,2019-07-06,7
Jorge Masvidal,1637.9971982340564,2023-04-08,22
Roger Bowling,1392.250151693693,2013-12-14,2
Yoel Romero,1683.7852753287143,2020-03-07,13
Yancy Medeiros,1467.5759634303492,2021-06-26,14
Gian Villante,1326.9509133297415,2021-11-06,18
Ovince Saint Preux,1463.9148425134347,2024-10-05,28
Sara McMann,1555.2217777460053,2022-03-26,13
Sheila Gaff,1390.259841440617,2013-08-03,2
Kurt Holobaugh,1385.647130308736,2025-05-31,9
Luke Rockhold,1513.5762182915369,2022-08-20,11
Jacare Souza,1551.1170230496018,2021-05-15,17
Joao Zeferino,1417.6733633532733,2013-09-04,2
Michel Prazeres,1578.8315715587075,2021-06-26,14
Iliarde Santos,1349.7534768918724,2013-10-09,3
KJ Noons,1423.0205386794448,2016-02-06,5
Estevan Payan,1356.4460564396488,2014-04-19,3
William Patolino,1414.4125027903174,2015-02-22,4
Leonardo Santos,1496.0164235074683,2022-08-20,10
Rafael Feijao,1417.2873693471097,2016-02-06,5
Eddie Mendez,1433.7395961585246,2013-06-08,1
Leandro Silva,1509.3312200234789,2016-09-03,7
Antonio Braga Neto,1462.9032071896575,2017-12-09,3
Anthony Smith,1522.6585162282438,2025-04-26,25
Alexis Davis,1518.1140500607,2022-02-05,14
Rosi Sexton,1400.9288902374171,2013-10-26,2
James Krause,1703.2885322689606,2020-10-17,13
Tim Kennedy,1556.5260554135618,2016-12-10,5
Roger Gracie,1452.0,2013-07-06,1
Brian Melancon,1511.7258932642658,2013-08-28,2
Jessica Andrade,1569.1580798234006,2025-08-16,30
Trevor Smith,1438.9574959645201,2019-12-07,12
Julie Kedzie,1431.716895406389,2013-12-06,2
Germaine de Randamie,1573.9286561301003,2024-04-06,9
Thales Leites,1591.8108703461394,2018-09-22,13
Thiago Santos,1591.4605815693187,2022-08-06,24
Jose Maria,1395.571067726241,2013-11-09,2
Francimar Barroso,1484.3625781697426,2018-01-20,8
Amanda Nunes,1876.7324790488638,2023-06-10,18
Viscardi Andrade,1585.6774577366934,2016-03-19,4
James Vick,1554.646531296596,2019-10-12,14
Brandon Thatch,1380.4807525437868,2016-12-30,6
Zak Cummings,1662.5925690143079,2023-04-15,14
Josh Barnett,1590.722781159577,2016-09-03,5
Kyung Ho Kang,1512.380506153021,2024-06-22,13
Soa Palelei,1526.2030461519944,2015-08-01,6
Nikita Krylov,1631.559487315448,2026-01-24,21
Piotr Hallmann,1434.001964766991,2015-11-07,6
Kevin Souza,1592.1179579825941,2015-11-07,4
Junior Hernandez,1416.8155714200843,2014-01-25,2
Elias Silverio,1510.1723948166718,2015-08-23,5
Ivan Jorge,1475.8298772558796,2015-07-18,4
Ali Bagautinov,1573.1657363974346,2016-11-19,7
Pat Healy,1391.4245275727071,2014-07-16,4
Nandor Guelmino,1440.0,2013-09-21,1
Daniel Omielanczuk,1450.3813695384777,2017-07-08,9
Jesse Ronson,1383.4728419668252,2022-10-01,6
Wilson Reis,1546.0647503992084,2019-04-13,13
Igor Araujo,1484.1728484865719,2015-07-15,4
Yan Cabral,1445.7133246157578,2016-05-08,5
Alan Patrick,1431.9111891118214,2022-05-14,9
Garett Whiteley,1354.0008745818366,2014-12-13,3
Darrell Montague,1382.906856342666,2015-07-12,3
Kyoji Horiguchi,1757.0794960946384,2026-02-07,10
Andre Fili,1511.5313803231568,2026-03-14,25
Nico Musoke,1473.901334070868,2017-05-28,6
Rob Whiteford,1459.5449913309606,2016-04-10,5
Brian Houston,1415.9793158800298,2014-01-15,2
Santiago Ponzinibbio,1559.330625599497,2025-05-03,20
Omari Akhmedov,1647.538655923899,2021-07-10,14
Adriano Martins,1521.5075727735539,2017-09-09,7
Dustin Ortiz,1634.0346970164478,2019-01-19,14
Anthony Lapsley,1393.6551338080446,2014-05-10,2
Sergio Pettis,1626.330698262185,2019-09-21,14
Chris Holdsworth,1603.5003191942355,2014-05-24,2
Davey Grant,1601.7532321870628,2025-10-18,15
Julianna Pena,1602.6510565850308,2025-06-07,12
Jessica Rakoczy,1417.9921306568215,2015-04-25,2
Jessamyn Duke,1397.2958416300876,2015-07-25,4
Peggy Morgan,1452.0,2013-11-30,1
Jared Rosholt,1614.1343279286864,2016-02-06,8
Walt Harris,1505.773445197815,2021-06-05,15
Tom Niinimaki,1369.170942716832,2014-12-20,4
Joshua Sampo,1408.6750255330724,2015-05-23,4
Ryan Benoit,1399.8236281245045,2021-07-31,9
Drew Dober,1632.5191519869518,2026-03-07,26
Roxanne Modafferi,1447.9253857631018,2022-02-12,12
Raquel Pennington,1676.892022080079,2024-10-05,19
Bethe Correia,1427.7256554633852,2021-10-02,11
Richie Vaculik,1397.7881545288985,2015-11-14,4
Justin Scoggins,1444.5459437146649,2018-07-14,9
Bruno Santos,1454.8968584308793,2014-10-04,3
Krzysztof Jotko,1603.0280229881444,2022-10-01,16
Ben Wall,1384.3314556344833,2014-05-10,2
Alex Garcia,1494.1471988860485,2018-10-27,10
Zach Makovsky,1487.5540034962853,2016-12-10,7
Alptekin Ozkilic,1392.514897481847,2015-05-09,4
Tarec Saffiedine,1493.2264146452524,2017-06-17,6
Tatsuya Kawajiri,1526.9080530093293,2016-08-06,6
Sean Soriano,1320.3350212447956,2021-11-20,5
Kiichi Kunimoto,1517.2373497182639,2017-06-10,5
Luiz Dutra,1410.1948256773153,2015-05-30,2
Shunichi Shimizu,1431.2035037975052,2014-01-04,1
Will Chope,1442.1512291014005,2014-01-04,1
Royston Wee,1526.7784160457218,2015-05-16,3
Dave Galera,1452.0,2014-01-04,1
Mairbek Taisumov,1633.8189649612784,2019-09-07,9
Tae Hyun Bang,1456.6612235941186,2016-09-03,5
Jon Delos Reyes,1406.6536841618076,2015-10-24,4
Leandro Issa,1466.9749995995783,2016-09-03,5
Russell Doane,1438.2610893830322,2018-02-24,8
Katsunori Kikuno,1466.877667141735,2015-09-26,5
Beneil Dariush,1672.9699712370534,2025-11-15,24
Louis Smolka,1424.6089765899724,2022-05-14,17
George Sullivan,1421.2985780150707,2018-08-25,7
Mike Rhodes,1373.7194626677976,2014-12-20,3
Kevin Lee,1538.3676659134812,2023-07-01,19
Danny Martinez,1443.5869110859041,2015-11-14,4
Andy Enz,1380.051574598713,2015-01-31,3
Anthony Rocco Martin,1666.951764713581,2020-06-06,13
Rashid Magomedov,1696.1985527125923,2017-04-15,6
Gasan Umalatov,1424.4430491589226,2015-11-07,4
Takenori Sato,1401.4076616717068,2014-09-20,2
Albert Tumenov,1564.2533159621232,2016-10-08,8
Douglas Silva de Andrade,1463.4130513147436,2026-02-28,14
Zubaira Tukhugov,1539.0423874544467,2023-02-11,8
Patrick Cummins,1406.3210764579565,2019-05-18,13
Pedro Munhoz,1542.1594905954914,2024-11-02,20
Cody Gibson,1394.361372443027,2025-10-18,10
Aljamain Sterling,1830.796900464854,2025-08-23,22
Ernest Chavez,1436.0848206067667,2014-10-04,3
Yosdenis Cedeno,1428.2457467445854,2015-07-11,4
Jessica Eye,1428.9961228921177,2022-07-02,15
Sai Wang,1501.1456140700516,2014-08-23,2
Zhang Lipeng,1475.2017456181798,2015-05-16,4
Albert Cheng,1452.0,2014-03-01,1
An Ying Wang,1493.4104263791678,2014-08-23,2
Jumabieke Tuerxun,1348.598817484642,2014-11-07,3
Mark Eddiva,1413.125852865391,2016-03-19,4
Yui Chul Nam,1450.0295039036969,2015-11-28,3
Neil Seery,1464.7553398140656,2017-07-16,7
Mats Nilsson,1417.8133669577446,2015-01-03,2
Claudio Silva,1478.5168521233713,2022-07-23,8
Danny Mitchell,1411.1481921246377,2014-08-23,2
Francisco Trevino,1433.630081544601,2015-10-03,3
Sean Strickland,1807.4638831846175,2026-02-21,24
Hans Stringer,1422.1053521072668,2015-07-18,3
Noad Lahat,1474.5985160568791,2016-02-06,4
Alan Omer,1417.6533710468607,2015-06-20,2
Jim Alers,1445.9778245398945,2016-07-23,3
Sheldon Westcott,1463.0143244478713,2016-01-02,3
Elias Theodorou,1664.333853971179,2019-05-04,11
Chad Laprise,1503.9209701456962,2018-12-08,10
Olivier Aubin-Mercier,1542.9766469129625,2019-07-27,12
Richard Walsh,1411.2682621359313,2016-11-26,6
Chris Indich,1392.0,2014-06-28,2
Sean O'Connell,1416.221337696597,2016-12-09,7
Mike de la Torre,1415.5631556715077,2017-04-08,6
Nordine Taleb,1510.1561098891166,2019-09-07,12
Vik Grujic,1399.5341321990727,2015-05-09,4
Tim Gorman,1420.1116256555729,2014-11-08,2
Sarah Kaufman,1446.7678340479179,2015-12-19,3
Leslie Smith,1572.4131522014218,2017-07-16,7
Hernani Perpetuo,1416.3632226184989,2014-07-26,2
Alex White,1423.709940031076,2019-10-26,10
Derrick Lewis,1641.7085355021313,2026-01-24,31
Jack May,1388.4947904458654,2014-08-16,2
Mirsad Bektic,1476.4441196964788,2020-09-19,10
Chas Skelly,1596.2971544777797,2022-02-19,12
Luke Zachrich,1445.4175122059046,2014-11-07,3
Ray Borg,1596.2756556951472,2020-05-13,12
Chris Beal,1418.7685312360672,2016-06-18,5
Patrick Williams,1408.0175463540759,2018-04-14,4
Ruan Potts,1358.5246037287773,2015-02-28,3
Aaron Phillips,1376.4781777873077,2023-04-15,4
David Michaud,1436.8606998197565,2015-04-25,3
Li Jingliang,1558.0912124088702,2024-08-17,17
Ricardo Abreu,1497.6653302183827,2015-06-06,2
Wagner Silva,1399.101288629859,2014-11-08,2
Vitor Miranda,1453.0250013580037,2018-07-22,7
Antonio Carlos Junior,1498.3686816665559,2021-01-23,11
Marcio Alexandre Junior,1381.199696624107,2015-12-12,3
Warlley Alves,1415.1482656331953,2024-05-18,16
Alexander Yakovlev,1445.279918163874,2020-10-24,9
Marcos Rogerio de Lima,1630.1594599762598,2024-02-17,17
Richardson Moreira,1411.283221852363,2015-01-31,2
Niklas Backstrom,1446.7644917655923,2015-06-20,3
Viktor Pesta,1355.6551721040819,2017-01-15,5
Ruslan Magomedov,1645.9031314576803,2015-10-03,3
Nick Hein,1416.012242415466,2019-06-01,8
Pawel Pawlak,1446.8912183691864,2015-07-18,3
Matt Hobar,1443.678349459579,2014-12-06,3
Jake Lindsey,1343.4669125936682,2015-03-14,3
Roger Narvaez,1444.6611678387428,2015-03-14,3
Andrei Arlovski,1433.8679241215325,2024-06-29,27
Valerie Letourneau,1474.948835320583,2016-12-10,6
Elizabeth Phillips,1456.6053106461281,2016-08-20,4
Kajan Johnson,1553.406755010167,2018-09-15,7
Michinori Tanaka,1459.8506873473027,2017-02-04,5
Jason Saggo,1510.681807814874,2017-09-16,6
Josh Shockley,1399.4340486727956,2015-02-22,2
Joe Ellenberger,1469.8051743226847,2014-12-13,2
James Moontasri,1461.436835696531,2016-12-17,6
Diego Ferreira,1584.3189827002554,2025-09-13,17
Shane Howell,1394.2238039830295,2015-01-18,2
Jake Matthews,1661.3526115547322,2025-09-27,23
Dashon Johnson,1382.9869509861992,2014-09-13,2
Roldan Sangcha-an,1390.111110153468,2015-05-16,2
Rodrigo de Lima,1394.1095559560968,2015-02-14,2
Dan Hooker,1588.7173071156471,2026-01-31,24
Ian Entwistle,1449.0659819691316,2016-04-10,3
Aleksei Oleinik,1511.2941446467107,2022-10-01,17
Anthony Hamilton,1331.994383513696,2017-11-18,10
Rob Font,1626.536070981689,2026-03-07,21
Guilherme Vasconcelos,1445.4039412103461,2014-07-05,1
Corey Anderson,1703.0805200435298,2020-02-15,15
Matt Van Buren,1375.2908617330327,2015-01-18,2
Dhiego Lima,1440.7223643121579,2021-06-19,11
Eddie Gordon,1403.8954450735305,2015-06-27,4
Guto Inocente,1407.0568726851418,2014-11-07,2
Juan Puig,1414.2583029786874,2014-11-22,2
Patrick Walsh,1501.813210426958,2015-02-14,2
Daniel Spohn,1452.0,2014-07-06,1
Sarah Moras,1376.507448712319,2021-01-16,9
Alexis Dufresne,1410.5895736208322,2015-01-03,2
Claudia Gadelha,1557.7404566742136,2020-11-07,11
Tina Lahdemaki,1452.0,2014-07-16,1
Jerrod Sanders,1446.339134807406,2016-07-07,3
Naoyuki Kotani,1371.623963084827,2015-09-26,3
Paddy Holohan,1520.9157583311192,2015-10-24,5
Cathal Pendred,1536.206030460127,2015-10-24,6
Mike King,1440.0,2014-07-19,1
Chris Dempsey,1377.1666697542817,2016-02-27,4
Akbarh Arreola,1423.7624508190743,2015-11-14,4
Tiago Trator,1474.1315094756721,2016-12-09,4
Andreas Stahl,1410.0287295961707,2015-12-10,2
Gilbert Burns,1668.5148667355327,2025-05-17,24
Juliana Lima,1445.5924793654574,2018-01-27,7
Joanna Jedrzejczyk,1546.0921930491895,2022-06-11,15
Alan Jouban,1574.73314701018,2020-11-21,13
Nolan Ticman,1417.7540963988993,2015-05-16,2
Frankie Saenz,1446.4382241946703,2020-08-01,10
Lauren Murphy,1563.0024195747733,2025-07-12,15
Sam Alvey,1315.20855576666,2022-08-06,23
Clay Collard,1423.8425960796806,2015-09-05,4
Valmir Lazaro,1464.7615195787232,2015-11-21,3
Chris Heatherly,1380.727281181117,2014-11-15,2
Brendan O'Reilly,1397.843560687174,2016-12-03,4
Ning Guangyou,1483.8336990430134,2016-11-26,4
Jianping Yang,1452.0,2014-08-23,1
Alberto Mina,1551.3019787288365,2018-05-12,4
Shinsho Anzai,1519.6585999031438,2018-06-23,4
Ulka Sasaki,1492.4620114439701,2018-11-17,9
Colby Covington,1646.8765080628912,2024-12-14,17
Yao Zhikui,1411.3784564920256,2016-11-26,4
Milana Dudieva,1425.091036217481,2016-11-19,3
Joby Sanchez,1372.7429796545523,2018-11-10,5
Joe Soto,1492.4519393704093,2018-02-03,8
Shayna Baszler,1408.0013495003916,2015-03-21,2
Chris Wade,1595.7437502412768,2017-07-22,7
Cain Carrizosa,1388.6804248065014,2015-03-21,2
Damon Jackson,1507.4199432696732,2024-11-16,12
Tateki Matsuda,1423.6402084411404,2015-01-18,2
Wendell Oliveira,1405.7704927685033,2015-05-30,2
Larissa Pacheco,1390.9096751687696,2015-03-14,2
Rin Nakai,1412.177855398661,2016-03-19,2
Masanori Kanehara,1476.6925488374993,2016-01-02,3
Johnny Case,1524.6905223657538,2017-06-25,6
Eddie Alvarez,1632.556549388069,2018-07-28,7
Roman Salazar,1398.338071716632,2015-08-08,2
Paul Felder,1694.4726337130576,2020-11-14,15
Matt Dwyer,1415.7468849703948,2016-01-30,4
Chris Kelades,1485.830148820155,2016-04-23,4
Jan Blachowicz,1657.0527022962635,2025-12-06,21
Scott Askham,1431.9340561841645,2017-03-18,6
Charles Rosa,1391.7568142366579,2022-07-23,13
Marcin Bandel,1388.884184468419,2015-04-11,2
Christos Giagos,1427.3812911060118,2024-04-06,14
Daniel Kelly,1521.2504864779814,2018-05-27,10
Jorge de Oliveira,1384.5596816784364,2015-03-21,2
Nina Ansaroff,1597.2751496467451,2019-06-08,7
Leon Edwards,1731.287659652114,2025-11-15,19
Thomas Almeida,1456.161539943883,2021-03-27,10
Diego Rivas,1462.4027466888635,2018-05-19,4
Rodolfo Rubio,1452.0,2014-11-08,1
Augusto Montano,1440.8404718916352,2016-09-17,3
Edgar Garcia,1384.2886212302958,2016-01-02,2
Hector Urbina,1448.6359205156962,2016-09-24,3
Gabriel Benitez,1419.3142642423013,2024-04-27,15
Humberto Brown,1452.0,2014-11-15,1
Alejandro Perez,1556.020901937706,2022-02-26,12
Jose Quinonez,1450.447886625464,2020-12-05,9
Henry Briones,1384.5441306555665,2018-05-19,5
Guido Cannetti,1488.3947760529584,2023-03-11,10
Marco Beltran,1488.35735346564,2017-10-07,5
Marlon Vera,1607.3625661535657,2026-02-28,26
Yair Rodriguez,1655.0702439325896,2025-04-12,15
Leonardo Morales,1392.0,2015-06-06,2
Josh Copeland,1418.2098576514882,2015-03-14,2
Paige VanZant,1498.257595680954,2020-07-11,9
Kailin Curran,1305.0563197036772,2017-11-25,7
Dooho Choi,1619.9090717165996,2024-12-07,8
Justin Jones,1410.3929566975764,2015-04-04,2
Ashlee Evans-Smith,1387.407518570781,2023-07-15,9
Carla Esparza,1565.5125116554414,2024-10-05,15
Rose Namajunas,1685.4503919335443,2026-01-24,19
Jessica Penne,1399.6509016353923,2024-10-19,9
Randa Markos,1425.917902968737,2021-10-23,17
Felice Herrig,1404.2615310255003,2022-06-04,10
Lisa Ellis,1382.071502931885,2015-05-09,2
Joanne Calderwood,1537.173302222348,2021-06-12,13
Seohee Ham,1407.4847443263861,2016-11-26,4
Tecia Torres,1613.1401083543774,2022-04-09,15
Angela Magana,1366.1170622935745,2017-12-02,3
Aisling Daly,1540.7254246654722,2015-10-24,3
Alex Chambers,1377.6601372999244,2018-09-22,5
Emily Peters Kagan,1394.192823055227,2015-12-10,2
Angela Hill,1527.0214888634227,2025-11-15,29
Bec Rawlings,1383.3401362709626,2018-04-07,7
Heather Jo Clark,1443.4945860648334,2016-11-05,3
Willie Gates,1413.5795985316981,2016-05-08,4
Joe Riggs,1405.5938203848266,2016-02-21,4
Bryan Barberena,1438.6217387673596,2024-03-16,19
Henry Cejudo,1607.6134762898607,2025-12-06,16
Anthony Birchak,1381.3128118615425,2021-04-17,6
Antonio Dos Santos,1376.6951169841452,2015-06-20,2
Renato Moicano,1722.5724723517767,2025-06-28,19
Jake Collier,1367.1006532179897,2023-09-23,14
Cody Garbrandt,1579.5302549708463,2026-03-07,17
Jared Cannonier,1693.5161025760485,2025-08-16,20
Marion Reneau,1404.116878527877,2021-07-17,12
Ron Stallings,1436.227068668655,2015-09-05,3
Frankie Perez,1425.5907933867948,2017-07-22,4
Makwan Amirkhani,1449.3615174559236,2023-03-18,14
Anthony Christodoulou,1397.6843090093666,2015-08-08,2
Paul Redmond,1417.2905399544093,2015-07-18,2
Konstantin Erokhin,1401.3377210893843,2015-12-11,2
Sultan Aliev,1528.857242589793,2019-04-20,4
Cody Pfister,1398.555283723094,2016-07-13,4
Holly Holm,1512.0634274959395,2024-04-13,15
Masio Fullen,1424.9762063423118,2016-01-30,3
Alex Torres,1464.0,2015-02-28,1
Roan Carneiro,1528.4147580492354,2017-02-11,4
Joe Duffy,1460.5204470436563,2020-07-18,8
Alex Oliveira,1430.341977675026,2022-03-05,21
Bentley Syler,1440.0,2015-03-21,1
Fredy Serrano,1499.8442372325546,2016-12-17,4
Shamil Abdurakhimov,1455.1831120369848,2023-01-21,11
Tim Johnson,1554.8066249948786,2018-02-03,7
Maryna Moroz,1473.8471995817063,2024-03-09,11
Stevie Ray,1591.3626058267998,2019-10-26,11
Mickael Lebout,1477.1624110963778,2015-10-24,3
Damian Stasiak,1427.161790744466,2018-07-22,6
Izabela Badurek,1452.0,2015-04-11,1
Alexandra Albu,1444.1522797923856,2019-10-26,4
Taylor Lapilus,1630.2218509820311,2024-09-28,8
Rocky Lee,1452.0,2015-04-11,1
Bartosz Fabinski,1434.6222117816008,2021-04-17,6
Garreth McLellan,1385.3950962250876,2017-03-11,5
Shane Campbell,1368.8392648934564,2016-08-27,5
Jonavin Webb,1413.1603747243626,2016-02-21,2
Ben Nguyen,1528.2072616275823,2018-12-01,7
Phillipe Nover,1441.7499111827747,2017-02-11,4
Levan Makashvili,1501.4346048543855,2015-06-27,2
Joshua Burkman,1312.9153965250705,2018-02-18,8
Islam Makhachev,2130.8480544410713,2025-11-15,18
Leo Kuntz,1405.7881795961048,2015-11-28,2
Elizeu Zaleski dos Santos,1524.8692767606676,2025-08-02,15
Nicolas Dalby,1638.6971244826607,2025-11-22,14
Ericka Almeida,1411.2494892631378,2015-10-24,2
Tom Breese,1545.9325537694037,2021-01-20,8
Darren Till,1526.7112860753302,2022-12-10,11
Brian Ortega,1623.4988239524273,2025-08-23,13
Steve Kennedy,1392.7365420391768,2015-11-14,2
Lukasz Sajewski,1378.7119298050354,2016-10-08,3
Arnold Allen,1658.697558092049,2026-01-24,14
Magomed Mustafaev,1566.1512476551586,2020-02-22,5
Steve Bosse,1553.0127695553833,2016-06-18,3
Joe Merritt,1456.615366841734,2015-06-27,1
Lewis Gonzalez,1449.2252309966393,2015-06-27,1
Steve Montgomery,1406.0169136242248,2015-11-14,2
Tony Sims,1473.3326645690447,2016-01-02,3
Sirwan Kakai,1509.2624026132519,2015-08-08,2
Michael Graves,1607.0021367453724,2016-04-16,2
Vicente Luque,1609.8359462843064,2025-10-11,23
Michelle Waterson,1564.138049390248,2021-05-08,11
Kamaru Usman,1815.8779002342303,2025-06-14,19
Hayder Hassan,1382.071502931885,2015-12-19,2
Dominic Waters,1395.2062803584602,2016-05-08,3
Lyman Good,1568.7008058587548,2020-06-20,6
Cortney Casey,1457.5807411137635,2022-07-09,15
Chris de la Rocha,1412.0334321077355,2018-12-15,4
Teemu Packalen,1418.2431344945123,2019-09-07,4
Jimmie Rivera,1605.0222968294124,2021-02-27,11
Andrew Holbrook,1396.9095037312927,2017-09-02,5
Dominique Steele,1392.0789851084799,2017-06-10,5
Glaico Franca,1467.8312976491172,2016-09-24,3
Fernando Bruno,1396.2564008019688,2016-07-08,2
Reginaldo Vieira,1448.2860993455693,2017-02-19,3
Dileno Lopes,1416.936252262251,2016-07-07,2
Jessica Aguilar,1400.7443282001996,2019-03-30,5
Geane Herrera,1448.7845835117396,2016-11-26,4
Scott Holtzman,1503.667989402002,2022-12-03,13
Jonathan Wilson,1410.327019344927,2017-10-21,4
Oluwale Bamgbose,1369.3974935578326,2017-12-16,5
Misha Cirkunov,1408.8906756097906,2022-10-15,13
Daniel Jolly,1385.6203081208598,2017-02-04,2
Joaquim Silva,1550.9843563356437,2025-09-13,12
Nazareno Malegarie,1464.0,2015-09-05,1
Keita Nakamura,1493.7616919849202,2019-04-20,8
Yusuke Kasuya,1414.288114351671,2016-11-26,2
Roger Zapata,1432.2719411711494,2015-09-26,1
Sage Northcutt,1645.642333610139,2018-07-14,8
Bubba Bush,1431.76303297396,2015-10-24,1
Bruno Korea,1452.0,2015-11-07,1
Matheus Nicolau,1494.2640086741085,2024-10-19,11
Anton Zafir,1395.6451703739233,2016-07-08,2
Erick Montano,1406.1549603401668,2016-11-05,3
Enrique Marin,1425.2948620552186,2016-07-09,2
Horacio Gutierrez,1411.0400050058358,2016-08-06,2
Enrique Barzola,1566.6770672007963,2019-10-26,9
Vernon Ramos,1452.0,2015-11-21,1
Alvaro Herrera,1396.9595943672155,2018-07-28,4
Cesar Arzamendia,1392.73685247035,2016-07-30,2
Polo Reyes,1530.257530192894,2019-02-23,6
Dong Hyun Ma,1394.9622259424955,2019-12-21,8
Danny Roberts,1438.8388979812466,2023-07-22,14
Nathan Coy,1455.310058099203,2017-04-15,3
Artem Lobov,1439.0986568665153,2018-10-27,7
Ryan Hall,1598.854614616734,2021-12-11,6
Jason Knight,1477.7587844934783,2018-11-03,9
Julian Erosa,1563.122271791014,2026-03-28,18
Marcin Wrzosek,1464.0,2015-12-11,1
Chris Gruetzemacher,1460.5254265007184,2021-12-04,7
Abner Lloveras,1452.0,2015-12-11,1
Jocelyn Jones-Lybarger,1361.4643438047292,2017-01-15,3
Karolina Kowalkiewicz,1445.2940385363224,2025-10-11,19
Valentina Shevchenko,1877.5945169907734,2025-11-15,18
Tamdan McCrory,1462.73958165999,2016-10-01,3
Francis Ngannou,1997.1108462269453,2022-01-22,14
Luis Henrique,1420.353475414826,2018-09-22,6
Justine Kish,1459.016795307657,2021-04-17,7
Alex Morono,1440.5398300985503,2026-02-07,23
Kyle Bochniak,1404.2066975747136,2019-10-18,7
Luke Sanders,1421.271065906868,2021-05-01,8
Elvis Mutapcic,1400.2404176129428,2016-12-03,2
Joey Gomez,1408.9741941389152,2016-09-17,2
Mehdi Baghdad,1436.301211544898,2016-07-07,2
Randy Brown,1722.9671455046584,2025-11-08,21
Felipe Olivieri,1427.2193778960732,2016-01-30,1
Alex Nicholson,1428.2432096471246,2017-05-28,4
Damian Grabowski,1354.8804395850282,2017-07-22,3
Mickey Gall,1376.9967076853254,2024-11-16,13
Mike Jackson,1472.1422176708872,2022-10-15,4
Augusto Mendes,1470.989168303875,2017-04-15,3
Leonardo Augusto Leleco,1405.056333077361,2016-09-17,2
Kelly Faszholz,1396.3597105115084,2016-10-01,2
David Teymur,1663.979971428862,2019-02-02,6
Martin Svensson,1440.0,2016-02-27,1
Jarjis Danho,1523.1690138041004,2021-04-10,2
Thibault Gouti,1390.658611379875,2018-10-27,6
Teruto Ishihara,1387.108351988621,2019-02-09,8
Damien Brown,1423.729884261561,2018-02-10,6
Curtis Blaydes,1825.6815599475153,2025-06-21,19
Marcin Tybura,1592.2197504682931,2026-03-28,24
Damir Hadzovic,1426.213587203096,2025-02-01,10
Filip Pejic,1430.6746566755046,2016-04-10,1
Cyril Asker,1452.6107301587194,2018-02-10,5
Alessio Di Chirico,1387.3400842881117,2022-09-03,11
Bojan Velickovic,1478.4273450483302,2017-11-18,5
Cristina Stanciu,1385.752009836147,2016-07-13,2
Darrell Horcher,1411.7229739866957,2018-11-30,4
Cody East,1367.3087933923598,2016-10-01,2
Anna Elmose,1396.1162940281474,2016-11-19,2
Josh Emmett,1543.7629355200886,2026-03-14,17
Cris Cyborg,1699.3016978094188,2019-07-27,7
Adam Milstead,1436.7728413580555,2018-12-15,3
Jordan Rinaldi,1507.3054566620128,2019-03-16,5
Alberto Uda,1378.490534987355,2016-08-20,2
Henrique da Silva,1374.8579169480606,2017-09-22,6
Ion Cutelaba,1608.2429158713933,2026-03-14,19
Jonathan Meunier,1504.0154534480055,2016-11-26,2
Belal Muhammad,1788.4320760008145,2025-11-22,20
Andrew Sanchez,1451.9767778260964,2021-10-16,10
Khalil Rountree Jr.,1676.026976672953,2025-10-04,17
Tatiana Suarez,1718.2903144404502,2025-09-13,9
